Unnamed: 0,carat,cut,cut_ord,color,clarity,clarity_ord,price,color_ord
26597,0.52,Ideal,5,H,VS1,4,1790,4
26598,1.66,Good,2,F,I1,1,6025,5
26599,0.76,Fair,1,H,SI1,3,2193,4
26600,0.31,Premium,4,F,VS2,5,802,5
26601,1.71,Good,2,I,VS1,4,12755,4
26602,1.02,Good,2,F,VS2,5,6397,5
26603,0.46,Premium,4,E,VS2,5,1156,5
26604,0.71,Ideal,5,G,VVS2,6,2893,4
26605,0.29,Ideal,5,G,VVS1,7,673,4
26606,0.7,Ideal,5,D,VS1,4,3618,5
26607,1.04,Ideal,5,H,VS2,5,5189,4
26608,1.03,Very Good,3,F,SI2,2,4414,5
26609,1.21,Good,2,J,SI2,2,4559,4
26610,0.33,Premium,4,G,VS1,4,797,4
26611,0.34,Very Good,3,I,SI1,3,447,4
26612,1.15,Ideal,5,H,SI1,3,4911,4
26613,1.71,Very Good,3,I,SI2,2,8896,4
26614,0.3,Ideal,5,F,VVS1,7,857,5
26615,0.56,Ideal,5,D,SI2,2,1568,5
26616,0.78,Very Good,3,G,SI2,2,2759,4
26617,0.31,Ideal,5,H,IF,8,816,4
26618,1.01,Premium,4,H,SI1,3,4320,4
26619,0.31,Very Good,3,G,VVS2,6,707,4
26620,1.35,Ideal,5,D,VS2,5,10602,5
26621,2.31,Premium,4,I,SI2,2,17000,4
26622,1.06,Premium,4,I,SI2,2,4007,4
26623,0.32,Premium,4,I,SI1,3,554,4
26624,0.5,Ideal,5,D,VS2,5,1752,5
26625,0.51,Very Good,3,D,SI1,3,1437,5
26626,0.31,Ideal,5,G,VS1,4,583,4
26627,0.56,Ideal,5,E,VS1,4,2085,5
26628,0.5,Premium,4,D,VS2,5,1614,5
26629,0.4,Very Good,3,E,SI1,3,737,5
26630,0.27,Ideal,5,F,IF,8,760,5
26631,0.7,Premium,4,E,VS1,4,2818,5
26632,0.3,Premium,4,G,VS1,4,776,4
26633,0.55,Ideal,5,F,SI1,3,1390,5
26634,0.36,Premium,4,E,VS2,5,1013,5
26635,0.91,Premium,4,F,SI2,2,2461,5
26636,2.14,Ideal,5,I,SI2,2,14452,4
26637,0.33,Ideal,5,G,VS1,4,699,4
26638,2.07,Ideal,5,H,SI2,2,15475,4
26639,0.8,Ideal,5,G,SI2,2,2517,4
26640,0.4,Very Good,3,D,SI1,3,690,5
26641,0.3,Ideal,5,D,VS1,4,885,5
26642,1.01,Premium,4,G,VS1,4,6529,4
26643,1.51,Premium,4,G,VS2,5,12068,4
26644,1.2,Ideal,5,H,VS2,5,6666,4
26645,0.7,Very Good,3,D,SI1,3,2318,5
26646,0.37,Very Good,3,H,VS2,5,584,4
26647,0.54,Ideal,5,I,SI1,3,1057,4
26648,0.85,Ideal,5,I,VS1,4,3548,4
26649,0.73,Ideal,5,G,VVS2,6,3127,4
26650,0.7,Ideal,5,H,SI2,2,2298,4
26651,1.0,Premium,4,F,SI2,2,4155,5
26652,2.0,Very Good,3,I,SI1,3,15249,4
26653,0.51,Ideal,5,E,VS2,5,1662,5
26654,0.32,Premium,4,H,IF,8,763,4
26655,0.5,Premium,4,G,VS1,4,1629,4
26656,0.72,Very Good,3,H,SI1,3,2168,4
26657,0.41,Premium,4,D,VVS1,7,1582,5
26658,1.54,Ideal,5,G,VS2,5,13794,4
26659,0.3,Ideal,5,D,SI2,2,413,5
26660,0.36,Premium,4,F,SI1,3,770,5
26661,0.3,Premium,4,D,SI1,3,520,5
26662,0.75,Very Good,3,E,VVS2,6,4005,5
26663,1.04,Premium,4,D,SI2,2,4724,5
26664,1.33,Premium,4,E,SI2,2,7090,5
26665,2.2,Premium,4,I,SI2,2,13719,4
26666,1.6,Good,2,H,VS1,4,12546,4
26667,0.51,Ideal,5,F,VVS2,6,2138,5
26668,0.31,Good,2,J,SI1,3,363,4
26669,1.0,Very Good,3,G,VS1,4,6263,4
26670,2.03,Very Good,3,D,SI2,2,18120,5
26671,0.3,Premium,4,G,VS2,5,630,4
26672,0.28,Ideal,5,I,VVS2,6,497,4
26673,1.06,Ideal,5,G,VS1,4,8093,4
26674,1.12,Very Good,3,G,IF,8,8962,4
26675,0.31,Premium,4,H,VVS2,6,802,4
26676,0.33,Premium,4,F,VS2,5,854,5
26677,0.78,Premium,4,F,SI2,2,2340,5
26678,1.01,Very Good,3,H,SI1,3,4449,4
26679,0.9,Very Good,3,J,VS1,4,3358,4
26680,0.71,Ideal,5,D,VVS2,6,4222,5
26681,1.16,Ideal,5,G,SI2,2,4969,4
26682,1.2,Premium,4,I,VS1,4,6250,4
26683,1.01,Very Good,3,G,SI2,2,4435,4
26684,1.04,Premium,4,H,VVS1,7,5102,4
26685,0.3,Ideal,5,G,VS1,4,624,4
26686,1.51,Premium,4,H,I1,1,6038,4
26687,0.59,Very Good,3,H,SI2,2,1160,4
26688,0.33,Ideal,5,G,VVS2,6,713,4
26689,0.73,Premium,4,I,VVS2,6,2351,4
26690,0.35,Ideal,5,H,SI1,3,523,4
26691,0.41,Premium,4,J,VS2,5,611,4
26692,1.29,Ideal,5,G,SI1,3,7463,4
26693,1.3,Premium,4,D,SI2,2,7130,5
26694,1.01,Good,2,F,SI2,2,4011,5
26695,0.7,Good,2,H,SI1,3,2335,4
26696,0.36,Ideal,5,H,VVS2,6,932,4
26697,1.22,Very Good,3,H,SI1,3,6323,4
26698,1.04,Premium,4,F,SI1,3,5504,5
26699,0.33,Premium,4,E,SI2,2,594,5
26700,0.51,Very Good,3,I,SI2,2,995,4
26701,0.56,Ideal,5,I,SI1,3,1212,4
26702,0.65,Ideal,5,E,SI1,3,1989,5
26703,0.7,Ideal,5,E,SI1,3,2617,5
26704,0.42,Premium,4,F,VS1,4,1103,5
26705,0.35,Premium,4,F,SI1,3,748,5
26706,1.01,Very Good,3,D,SI1,3,5600,5
26707,0.55,Ideal,5,F,VS1,4,1881,5
26708,0.57,Very Good,3,E,VVS2,6,2469,5
26709,0.33,Premium,4,G,VVS1,7,868,4
26710,0.31,Ideal,5,E,VVS2,6,755,5
26711,0.36,Premium,4,E,SI1,3,810,5
26712,1.06,Ideal,5,G,VVS2,6,7836,4
26713,0.91,Good,2,I,SI1,3,2700,4
26714,1.51,Very Good,3,I,SI2,2,6630,4
26715,0.71,Very Good,3,D,SI1,3,2525,5
26716,0.3,Ideal,5,D,VVS2,6,814,5
26717,2.01,Ideal,5,H,SI1,3,18295,4
26718,0.46,Ideal,5,H,VS2,5,1252,4
26719,1.2,Very Good,3,H,SI1,3,6569,4
26720,0.71,Ideal,5,G,SI2,2,2266,4
26721,0.36,Premium,4,F,SI1,3,600,5
26722,0.9,Very Good,3,F,SI2,2,3770,5
26723,1.01,Ideal,5,H,VS2,5,5936,4
26724,1.01,Premium,4,G,VS2,5,6108,4
26725,0.35,Very Good,3,F,IF,8,1027,5
26726,0.81,Ideal,5,E,SI2,2,2938,5
26727,1.09,Ideal,5,G,VS2,5,6617,4
26728,0.72,Ideal,5,G,VVS2,6,3352,4
26729,0.4,Ideal,5,E,SI1,3,882,5
26730,0.52,Ideal,5,D,VS1,4,1835,5
26731,2.01,Very Good,3,F,SI2,2,11925,5
26732,0.31,Ideal,5,H,VS2,5,628,4
26733,1.7,Premium,4,F,VS1,4,18430,5
26734,0.32,Ideal,5,F,VVS1,7,912,5
26735,0.55,Premium,4,E,SI1,3,1668,5
26736,0.82,Ideal,5,H,VVS2,6,3781,4
26737,1.01,Premium,4,D,VVS2,6,10797,5
26738,0.73,Premium,4,E,SI1,3,2821,5
26739,1.02,Good,2,D,SI1,3,5219,5
26740,0.55,Premium,4,G,SI1,3,1226,4
26741,0.52,Ideal,5,F,VVS2,6,1978,5
26742,0.29,Good,2,E,VVS2,6,633,5
26743,0.32,Premium,4,G,VS1,4,828,4
26744,0.9,Premium,4,G,SI2,2,3246,4
26745,1.5,Good,2,I,VS1,4,9702,4
26746,0.42,Premium,4,G,SI1,3,882,4
26747,0.37,Ideal,5,G,VS2,5,833,4
26748,1.16,Ideal,5,G,SI2,2,4425,4
26749,1.5,Very Good,3,J,SI1,3,6987,4
26750,0.71,Ideal,5,F,VS2,5,3516,5
26751,1.0,Premium,4,E,SI1,3,5600,5
26752,0.38,Ideal,5,E,VVS1,7,1154,5
26753,0.32,Ideal,5,H,VS1,4,524,4
26754,0.51,Ideal,5,D,SI2,2,1359,5
26755,0.31,Very Good,3,G,VS2,5,559,4
26756,0.57,Ideal,5,H,VS1,4,1554,4
26757,0.91,Ideal,5,J,VVS2,6,3826,4
26758,1.33,Very Good,3,H,SI2,2,6482,4
26759,0.52,Ideal,5,E,VS1,4,1726,5
26760,1.26,Premium,4,H,SI1,3,5631,4
26761,0.3,Ideal,5,G,VVS1,7,789,4
26762,0.33,Ideal,5,G,VS1,4,699,4
26763,0.3,Good,2,H,VVS2,6,605,4
26764,0.71,Very Good,3,F,SI2,2,2098,5
26765,0.32,Ideal,5,G,SI1,3,449,4
26766,0.3,Ideal,5,E,VVS2,6,766,5
26767,2.32,Premium,4,J,SI2,2,14666,4
26768,0.83,Ideal,5,D,VS2,5,4378,5
26769,2.04,Ideal,5,J,SI1,3,12554,4
26770,0.54,Ideal,5,E,VS2,5,1590,5
26771,0.32,Premium,4,I,SI1,3,540,4
26772,1.02,Very Good,3,G,SI1,3,4633,4
26773,1.13,Ideal,5,G,SI2,2,5062,4
26774,0.33,Ideal,5,G,VS1,4,666,4
26775,1.75,Premium,4,H,SI1,3,13081,4
26776,0.38,Ideal,5,G,VS2,5,768,4
26777,1.51,Premium,4,E,SI1,3,12336,5
26778,0.9,Very Good,3,H,SI2,2,2972,4
26779,0.41,Ideal,5,D,SI1,3,791,5
26780,0.9,Ideal,5,I,SI2,2,3001,4
26781,1.2,Premium,4,I,VS2,5,5474,4
26782,0.57,Ideal,5,G,VVS2,6,2039,4
26783,0.71,Good,2,D,VS2,5,2891,5
26784,1.01,Good,2,G,SI1,3,3871,4
26785,1.45,Very Good,3,D,VVS2,6,17545,5
26786,0.9,Very Good,3,D,SI1,3,4304,5
26787,1.07,Ideal,5,E,SI2,2,4374,5
26788,1.51,Premium,4,G,SI1,3,10235,4
26789,2.01,Ideal,5,I,SI1,3,15680,4
26790,1.01,Premium,4,F,VS2,5,6707,5
26791,1.26,Ideal,5,G,SI2,2,6046,4
26792,1.0,Ideal,5,F,VS1,4,7526,5
26793,0.84,Fair,1,G,VS1,4,2724,4
26794,1.13,Very Good,3,E,SI2,2,5147,5
26795,1.26,Very Good,3,H,VS2,5,5849,4
26796,1.38,Very Good,3,F,IF,8,17598,5
26797,0.91,Very Good,3,F,SI1,3,3879,5
26798,0.34,Ideal,5,F,VS2,5,938,5
26799,1.11,Premium,4,I,SI2,2,4196,4
26800,0.7,Very Good,3,J,SI1,3,1836,4
26801,0.7,Premium,4,E,VS1,4,2826,5
26802,0.43,Premium,4,F,SI2,2,813,5
26803,1.51,Ideal,5,D,SI1,3,11834,5
26804,0.34,Ideal,5,G,VS2,5,765,4
26805,0.51,Very Good,3,E,SI2,2,1195,5
26806,0.32,Ideal,5,F,VVS1,7,926,5
26807,0.33,Very Good,3,H,VS2,5,521,4
26808,0.3,Ideal,5,E,VVS1,7,1071,5
26809,1.68,Ideal,5,G,VS1,4,16985,4
26810,1.01,Very Good,3,D,IF,8,12581,5
26811,2.0,Very Good,3,H,SI1,3,16280,4
26812,0.45,Ideal,5,G,VVS2,6,1181,4
26813,0.33,Ideal,5,H,VVS1,7,752,4
26814,1.23,Ideal,5,I,VS1,4,7181,4
26815,0.32,Ideal,5,F,IF,8,1010,5
26816,1.71,Very Good,3,J,SI1,3,8690,4
26817,0.74,Ideal,5,D,VS2,5,3454,5
26818,1.25,Premium,4,D,SI2,2,4543,5
26819,0.71,Fair,1,G,SI2,2,2055,4
26820,0.7,Good,2,F,SI1,3,2401,5
26821,0.32,Premium,4,H,VS2,5,648,4
26822,0.73,Good,2,E,SI1,3,2749,5
26823,0.24,Very Good,3,F,VVS1,7,608,5
26824,0.55,Ideal,5,G,VS1,4,1792,4
26825,1.53,Very Good,3,J,VS1,4,8058,4
26826,1.07,Very Good,3,I,SI1,3,4001,4
26827,1.51,Premium,4,J,SI1,3,7034,4
26828,0.51,Premium,4,E,VS1,4,2020,5
26829,1.99,Good,2,J,VS2,5,13338,4
26830,0.7,Good,2,E,SI1,3,2872,5
26831,0.31,Premium,4,G,SI1,3,593,4
26832,0.32,Very Good,3,F,VVS2,6,701,5
26833,1.13,Premium,4,D,VS2,5,7751,5
26834,0.28,Very Good,3,E,VVS1,7,612,5
26835,0.34,Ideal,5,E,SI2,2,454,5
26836,0.32,Ideal,5,H,VVS1,7,936,4
26837,0.32,Ideal,5,H,VVS2,6,645,4
26838,0.41,Premium,4,G,VS1,4,899,4
26839,0.51,Ideal,5,E,VS1,4,2233,5
26840,0.32,Premium,4,D,VVS2,6,990,5
26841,1.03,Premium,4,J,SI2,2,3634,4
26842,0.39,Very Good,3,G,VVS2,6,958,4
26843,0.82,Very Good,3,F,SI1,3,3048,5
26844,0.32,Ideal,5,H,VS1,4,720,4
26845,0.38,Ideal,5,G,VVS2,6,873,4
26846,1.04,Ideal,5,I,VS1,4,5229,4
26847,0.7,Ideal,5,H,SI2,2,1817,4
26848,0.34,Ideal,5,F,VS2,5,880,5
26849,1.09,Premium,4,H,VS2,5,5993,4
26850,0.71,Very Good,3,G,VS1,4,2368,4
26851,1.12,Ideal,5,G,VS1,4,8394,4
26852,0.81,Very Good,3,E,SI1,3,2973,5
26853,0.38,Premium,4,J,VS1,4,600,4
26854,1.0,Premium,4,D,VS1,4,7812,5
26855,1.27,Premium,4,J,SI1,3,5121,4
26856,0.97,Very Good,3,H,SI1,3,4404,4
26857,2.04,Very Good,3,I,VS2,5,17315,4
26858,1.04,Premium,4,H,SI1,3,4890,4
26859,0.3,Premium,4,H,VVS1,7,878,4
26860,0.87,Very Good,3,J,SI1,3,2300,4
26861,0.73,Ideal,5,G,VVS2,6,3396,4
26862,0.33,Ideal,5,H,VVS2,6,666,4
26863,0.32,Ideal,5,H,SI2,2,434,4
26864,0.58,Ideal,5,F,SI2,2,1279,5
26865,0.57,Ideal,5,E,SI1,3,1613,5
26866,0.9,Ideal,5,D,SI2,2,4078,5
26867,0.6,Premium,4,D,SI1,3,1896,5
26868,0.45,Very Good,3,I,VVS1,7,947,4
26869,0.91,Very Good,3,F,SI2,2,3489,5
26870,0.35,Very Good,3,I,VS2,5,527,4
26871,0.5,Premium,4,F,SI1,3,1378,5
26872,0.92,Premium,4,E,SI2,2,4011,5
26873,2.22,Premium,4,J,VS1,4,18706,4
26874,1.55,Very Good,3,E,SI1,3,11764,5
26875,0.38,Ideal,5,E,VVS1,7,1267,5
26876,0.51,Premium,4,D,VS2,5,1928,5
26877,0.71,Ideal,5,D,SI2,2,2480,5
26878,0.59,Very Good,3,I,VS2,5,1445,4
26879,1.04,Very Good,3,D,VS2,5,7679,5
26880,1.0,Good,2,F,VS2,5,5505,5
26881,1.11,Premium,4,H,SI2,2,4662,4
26882,0.58,Ideal,5,E,VS2,5,1670,5
26883,0.6,Very Good,3,E,SI1,3,1836,5
26884,0.3,Ideal,5,G,VVS2,6,665,4
26885,0.7,Ideal,5,F,SI1,3,2697,5
26886,0.3,Ideal,5,E,VS1,4,694,5
26887,0.33,Premium,4,I,VS2,5,594,4
26888,1.03,Ideal,5,D,SI2,2,5013,5
26889,1.0,Fair,1,G,VS1,4,5853,4
26890,1.0,Premium,4,E,VS2,5,6720,5
26891,0.41,Ideal,5,F,VS1,4,1076,5
26892,0.9,Very Good,3,G,SI1,3,3945,4
26893,1.51,Premium,4,G,VVS2,6,13828,4
26894,0.71,Premium,4,J,VS2,5,1968,4
26895,2.11,Premium,4,G,SI2,2,16336,4
26896,0.42,Very Good,3,I,SI1,3,626,4
26897,1.0,Premium,4,D,SI1,3,4469,5
26898,1.01,Premium,4,D,VS1,4,8416,5
26899,0.51,Good,2,F,VVS2,6,2195,5
26900,0.33,Premium,4,E,VS2,5,928,5
26901,0.43,Ideal,5,G,VVS1,7,1264,4
26902,0.5,Good,2,J,SI1,3,959,4
26903,1.2,Ideal,5,I,SI1,3,5174,4
26904,0.38,Ideal,5,D,VVS2,6,1200,5
26905,1.11,Ideal,5,G,VS1,4,8112,4
26906,0.33,Ideal,5,I,IF,8,694,4
26907,2.16,Ideal,5,F,I1,1,9036,5
26908,0.61,Premium,4,I,VS1,4,1614,4
26909,0.71,Very Good,3,F,VS1,4,3175,5
26910,0.82,Premium,4,G,SI2,2,2456,4
26911,1.32,Premium,4,H,SI1,3,7163,4
26912,0.71,Very Good,3,D,SI1,3,2683,5
26913,0.41,Very Good,3,D,SI2,2,683,5
26914,1.03,Ideal,5,F,SI1,3,6178,5
26915,0.39,Premium,4,E,VS1,4,1097,5
26916,1.06,Very Good,3,I,SI1,3,4197,4
26917,0.71,Fair,1,D,VS2,5,3077,5
26918,0.7,Premium,4,G,SI2,2,2268,4
26919,1.18,Premium,4,H,SI2,2,4956,4
26920,0.32,Premium,4,D,SI1,3,756,5
26921,1.51,Premium,4,G,SI1,3,10688,4
26922,1.5,Very Good,3,I,IF,8,10147,4
26923,1.52,Premium,4,H,VVS2,6,12013,4
26924,0.32,Premium,4,F,VS2,5,645,5
26925,0.3,Very Good,3,E,VS2,5,575,5
26926,0.31,Good,2,H,VVS1,7,707,4
26927,1.4,Premium,4,F,VS1,4,12401,5
26928,0.5,Premium,4,H,VVS1,7,1710,4
26929,0.31,Ideal,5,I,VS1,4,502,4
26930,1.14,Very Good,3,H,SI1,3,4890,4
26931,0.7,Premium,4,I,SI2,2,1715,4
26932,0.91,Very Good,3,F,VS2,5,4917,5
26933,0.85,Fair,1,H,I1,1,1324,4
26934,0.32,Ideal,5,I,VS1,4,523,4
26935,0.78,Ideal,5,J,VS1,4,2365,4
26936,0.73,Ideal,5,F,VS1,4,3797,5
26937,0.41,Ideal,5,D,SI1,3,791,5
26938,1.0,Very Good,3,D,SI2,2,3965,5
26939,1.12,Very Good,3,I,SI1,3,4724,4
26940,0.33,Ideal,5,G,VVS1,7,868,4
26941,0.81,Ideal,5,F,VS1,4,4270,5
26942,0.32,Ideal,5,E,SI1,3,532,5
26943,2.11,Premium,4,J,SI2,2,12440,4
26944,0.33,Ideal,5,F,IF,8,971,5
26945,1.0,Good,2,F,SI2,2,3259,5
26946,0.4,Premium,4,D,VVS2,6,1323,5
26947,0.32,Very Good,3,J,VS2,5,393,4
26948,0.52,Ideal,5,E,VS2,5,1767,5
26949,1.02,Premium,4,H,SI2,2,4455,4
26950,1.13,Very Good,3,F,SI2,2,4282,5
26951,0.2,Premium,4,E,VS2,5,367,5
26952,1.07,Ideal,5,G,SI1,3,5532,4
26953,1.5,Ideal,5,F,SI1,3,9347,5
26954,0.31,Premium,4,I,SI1,3,537,4
26955,0.9,Very Good,3,E,SI1,3,4463,5
26956,0.66,Very Good,3,F,SI1,3,1918,5
26957,0.3,Premium,4,D,SI1,3,552,5
26958,0.37,Very Good,3,E,VS2,5,811,5
26959,0.78,Ideal,5,I,VS2,5,2834,4
26960,1.18,Ideal,5,E,I1,1,4153,5
26961,1.58,Premium,4,G,VS1,4,11380,4
26962,2.0,Very Good,3,H,SI1,3,13320,4
26963,2.08,Premium,4,I,VS2,5,18447,4
26964,2.2,Premium,4,H,SI2,2,17634,4
26965,1.02,Ideal,5,E,SI2,2,4645,5
26966,0.34,Ideal,5,G,VS2,5,596,4
26967,0.76,Premium,4,E,SI2,2,2303,5
26968,1.16,Ideal,5,G,VVS1,7,9526,4
26969,1.01,Premium,4,G,VS2,5,6108,4
26970,0.43,Ideal,5,H,VS2,5,1218,4
26971,1.34,Ideal,5,G,VVS2,6,11955,4
26972,0.51,Very Good,3,D,VS2,5,1597,5
26973,0.32,Very Good,3,H,VS2,5,505,4
26974,0.32,Ideal,5,D,VVS1,7,1140,5
26975,1.01,Good,2,F,SI2,2,3886,5
26976,0.87,Premium,4,D,SI1,3,3742,5
26977,1.52,Good,2,J,SI1,3,6897,4
26978,0.43,Ideal,5,G,VVS1,7,1207,4
26979,0.33,Ideal,5,I,VVS2,6,722,4
26980,1.25,Premium,4,E,VS1,4,11088,5
26981,0.32,Ideal,5,H,VS1,4,720,4
26982,1.01,Premium,4,G,VS2,5,5946,4
26983,0.91,Ideal,5,I,VS2,5,4199,4
26984,0.41,Very Good,3,G,SI1,3,698,4
26985,1.13,Premium,4,E,SI1,3,5179,5
26986,1.09,Ideal,5,H,SI1,3,4784,4
26987,1.06,Premium,4,F,VS2,5,6947,5
26988,1.24,Ideal,5,G,VS1,4,10946,4
26989,1.08,Very Good,3,E,SI1,3,5189,5
26990,1.05,Ideal,5,H,SI2,2,3234,4
26991,0.31,Premium,4,H,VS2,5,628,4
26992,0.82,Ideal,5,E,SI2,2,2937,5
26993,1.0,Good,2,H,SI2,2,4081,4
26994,0.72,Very Good,3,G,SI2,2,2079,4
26995,1.04,Premium,4,F,VS2,5,6906,5
26996,0.76,Ideal,5,I,SI1,3,2474,4
26997,1.51,Premium,4,J,VS1,4,7848,4
26998,0.4,Very Good,3,E,VS2,5,912,5
26999,0.71,Ideal,5,I,VS1,4,2306,4
27000,0.39,Ideal,5,D,VVS2,6,1232,5
27001,0.83,Good,2,F,SI2,2,1968,5
27002,0.32,Ideal,5,E,VVS1,7,1061,5
27003,0.56,Ideal,5,G,VS2,5,1698,4
27004,1.01,Ideal,5,F,SI1,3,6907,5
27005,0.67,Good,2,G,VS2,5,2131,4
27006,0.7,Ideal,5,G,VVS2,6,3191,4
27007,0.32,Ideal,5,G,VS1,4,828,4
27008,0.34,Ideal,5,H,VS2,5,689,4
27009,0.71,Ideal,5,I,SI1,3,2255,4
27010,0.91,Good,2,G,SI1,3,3286,4
27011,1.21,Very Good,3,H,SI2,2,5190,4
27012,1.01,Premium,4,F,SI2,2,3733,5
27013,1.1,Ideal,5,G,VVS2,6,9051,4
27014,0.7,Very Good,3,G,VS2,5,2282,4
27015,0.44,Ideal,5,D,VVS1,7,2290,5
27016,0.66,Very Good,3,H,VVS1,7,2323,4
27017,1.91,Premium,4,I,SI1,3,13367,4
27018,0.31,Premium,4,G,VS2,5,698,4
27019,1.27,Premium,4,G,SI1,3,7005,4
27020,0.9,Premium,4,H,VS1,4,4234,4
27021,1.52,Good,2,H,VS2,5,10428,4
27022,1.01,Premium,4,H,IF,8,6702,4
27023,0.36,Ideal,5,H,SI1,3,684,4
27024,1.01,Very Good,3,D,SI1,3,5132,5
27025,1.01,Ideal,5,D,VS2,5,7792,5
27026,1.04,Ideal,5,E,SI2,2,5125,5
27027,1.52,Premium,4,J,VS1,4,8110,4
27028,1.02,Ideal,5,F,SI2,2,4319,5
27029,0.71,Ideal,5,E,VS2,5,2630,5
27030,0.26,Ideal,5,E,VS1,4,556,5
27031,1.76,Ideal,5,I,SI2,2,9540,4
27032,2.04,Ideal,5,H,SI2,2,15874,4
27033,1.02,Very Good,3,F,VS1,4,7539,5
27034,0.72,Ideal,5,D,SI2,2,2514,5
27035,0.3,Ideal,5,D,SI1,3,709,5
27036,0.3,Very Good,3,D,VS1,4,681,5
27037,0.31,Ideal,5,H,VVS1,7,907,4
27038,0.77,Premium,4,G,SI2,2,1996,4
27039,0.31,Premium,4,E,VS2,5,680,5
27040,0.51,Ideal,5,D,SI2,2,1359,5
27041,0.4,Ideal,5,E,SI1,3,1074,5
27042,0.63,Ideal,5,I,VS2,5,1423,4
27043,0.9,Good,2,E,SI2,2,3139,5
27044,1.51,Ideal,5,H,SI1,3,10012,4
27045,0.33,Ideal,5,D,VS2,5,781,5
27046,1.0,Very Good,3,E,VS2,5,5544,5
27047,1.04,Ideal,5,G,VVS2,6,9465,4
27048,1.01,Good,2,G,SI2,2,4211,4
27049,1.11,Ideal,5,F,VS2,5,7473,5
27050,1.51,Premium,4,G,VVS1,7,15420,4
27051,0.6,Ideal,5,E,SI1,3,2069,5
27052,1.01,Good,2,E,VS1,4,7665,5
27053,0.57,Ideal,5,E,VS1,4,1982,5
27054,0.24,Very Good,3,E,VVS1,7,485,5
27055,0.53,Good,2,H,SI1,3,1242,4
27056,0.32,Very Good,3,E,VS2,5,561,5
27057,1.1,Ideal,5,H,SI1,3,4916,4
27058,0.32,Premium,4,G,VVS2,6,936,4
27059,1.0,Premium,4,H,SI1,3,3511,4
27060,1.06,Very Good,3,H,VS1,4,5627,4
27061,0.72,Ideal,5,E,VS1,4,3690,5
27062,1.21,Ideal,5,G,VS1,4,9287,4
27063,0.73,Premium,4,F,SI2,2,2329,5
27064,0.3,Premium,4,G,SI2,2,506,4
27065,1.23,Premium,4,H,VS1,4,7577,4
27066,0.37,Ideal,5,E,VVS2,6,844,5
27067,0.51,Very Good,3,J,SI1,3,1071,4
27068,0.73,Premium,4,I,VVS2,6,2234,4
27069,1.1,Ideal,5,H,SI2,2,5002,4
27070,1.52,Premium,4,G,VS2,5,12148,4
27071,0.93,Very Good,3,G,SI1,3,3933,4
27072,1.0,Ideal,5,E,SI2,2,4743,5
27073,0.31,Premium,4,G,VS1,4,802,4
27074,0.52,Ideal,5,I,VS2,5,1214,4
27075,1.51,Ideal,5,G,SI2,2,8637,4
27076,1.52,Premium,4,D,SI2,2,10433,5
27077,1.77,Very Good,3,G,SI1,3,11796,4
27078,0.43,Ideal,5,E,SI2,2,716,5
27079,0.44,Premium,4,E,VS2,5,1003,5
27080,0.71,Ideal,5,H,VS1,4,2487,4
27081,0.71,Premium,4,I,VS2,5,2300,4
27082,0.33,Very Good,3,G,VS2,5,579,4
27083,0.76,Good,2,I,SI1,3,1914,4
27084,1.0,Premium,4,H,SI1,3,4788,4
27085,0.3,Very Good,3,E,IF,8,957,5
27086,0.55,Ideal,5,F,VS2,5,1709,5
27087,1.84,Premium,4,H,SI2,2,7922,4
27088,0.41,Ideal,5,G,VS2,5,827,4
27089,1.05,Ideal,5,D,VS1,4,8820,5
27090,0.31,Ideal,5,D,SI1,3,571,5
27091,0.31,Very Good,3,G,SI1,3,462,4
27092,0.31,Premium,4,F,VS2,5,625,5
27093,0.4,Good,2,I,VS2,5,855,4
27094,0.39,Premium,4,H,SI2,2,468,4
27095,1.2,Premium,4,G,SI2,2,5846,4
27096,1.01,Fair,1,G,SI2,2,3816,4
27097,0.72,Ideal,5,G,VS1,4,3478,4
27098,0.5,Ideal,5,E,VS2,5,1624,5
27099,0.52,Ideal,5,G,VVS2,6,1897,4
27100,1.01,Good,2,H,SI1,3,4432,4
27101,0.71,Ideal,5,H,VS1,4,2559,4
27102,0.5,Ideal,5,I,SI1,3,1008,4
27103,0.41,Ideal,5,I,VVS2,6,843,4
27104,1.09,Ideal,5,E,VVS2,6,10314,5
27105,0.4,Very Good,3,G,VS2,5,772,4
27106,1.0,Fair,1,J,VS1,4,2875,4
27107,0.35,Ideal,5,D,VS2,5,829,5
27108,1.01,Very Good,3,H,SI1,3,4659,4
27109,1.05,Premium,4,F,SI2,2,4475,5
27110,0.71,Ideal,5,F,VS2,5,2891,5
27111,2.14,Premium,4,I,VS2,5,15418,4
27112,0.93,Fair,1,I,VS2,5,3258,4
27113,2.01,Ideal,5,G,SI2,2,16922,4
27114,0.56,Ideal,5,E,VS1,4,2010,5
27115,1.01,Ideal,5,E,SI1,3,5534,5
27116,0.41,Ideal,5,F,SI1,3,690,5
27117,0.34,Ideal,5,E,SI1,3,765,5
27118,0.51,Good,2,F,SI1,3,1274,5
27119,0.5,Ideal,5,H,IF,8,1923,4
27120,0.5,Fair,1,F,SI2,2,1031,5
27121,1.0,Good,2,E,SI2,2,4496,5
27122,0.31,Good,2,G,IF,8,988,4
27123,1.06,Ideal,5,I,SI2,2,3777,4
27124,0.52,Ideal,5,E,VS1,4,1793,5
27125,0.41,Ideal,5,F,SI2,2,612,5
